Date,Rainfall_Gallicano,Rainfall_Pontetetto,Rainfall_Monte_Serra,Rainfall_Orentano,Rainfall_Borgo_a_Mozzano,Rainfall_Piaggione,Rainfall_Calavorno,Rainfall_Croce_Arcana,Rainfall_Tereglio_Coreglia_Antelminelli,Rainfall_Fabbriche_di_Vallico,Depth_to_Groundwater_LT2,Depth_to_Groundwater_SAL,Depth_to_Groundwater_PAG,Depth_to_Groundwater_CoS,Depth_to_Groundwater_DIEC,Temperature_Orentano,Temperature_Monte_Serra,Temperature_Ponte_a_Moriano,Temperature_Lucca_Orto_Botanico,Volume_POL,Volume_CC1,Volume_CC2,Volume_CSA,Volume_CSAL,Hydrometry_Monte_S_Quirico,Hydrometry_Piaggione
27/06/2010,0,0,0,0,0,0,0.4,3.2,2.6,0,-13.67,-5.57,-1.87,-6.01,,22.55,19.45,22.85,23.35,-10313.83333,-15685.488,-13498.056,0,0,0.3,
28/06/2010,0,0,0,0,0,0,6.8,0,0,0,-13.68,-5.62,-1.88,-6.08,,23.65,19.85,23.6,24.65,-10856.66667,-16511.04,-14208.48,0,0,0.3,
29/06/2010,0,0,0,0,0,0,0,0,0,0,-13.69,-5.69,-1.91,-6.08,,24.6,20.55,24.4,25.45,-10856.66667,-16511.04,-14208.48,0,0,0.26,
30/06/2010,0.6,0,0,0,0,0,0,0,0,7.2,-13.69,-5.74,-1.94,-6.14,,25.45,21.85,26.2,26.7,-10856.66667,-16511.04,-14208.48,0,0,0.26,
01/07/2010,0,0,0,0,0,0,0,0,0,0,-13.68,-5.92,-1.98,-6.15,,26.65,22.45,26.4,27.2,-12087.11329,-17245.44,-14438.304,0,0,0.27,
02/07/2010,0,0,0,0,0,0,0,0,0,0,-13.69,-5.84,-2.03,-6.24,,26.3,22.75,26.1,27.25,-12087.11329,-17245.44,-14438.304,0,0,0.27,
03/07/2010,2.8,0,0,0,0.6,1.2,0.4,0,1.2,18.8,-13.7,-5.83,-2.06,-6.37,,26.4,23.05,26.35,27.3,-12087.11329,-17245.44,-14438.304,0,0,0.25,
04/07/2010,0,0,0,0,0,0,0,0,0,0,-13.71,-5.82,-2.09,-6.44,,25.25,20.8,24.55,26.15,-11482.75763,-16383.168,-13716.3888,0,0,0.24,
05/07/2010,0,0,0,0,0,0,0,0,0,0,-13.71,-5.84,-2.11,-6.46,,25.85,20.4,24.65,26.2,-12087.11329,-17245.44,-14438.304,0,0,0.24,
06/07/2010,0,0,0,0,0,0,0,4.8,0,1.6,-13.72,-5.89,-2.14,-6.54,,25.5,21.25,25.7,26.55,-12087.11329,-17245.44,-14438.304,0,0,0.24,
07/07/2010,0,0,0,0,5,0,16.6,0,0,0,-13.75,-5.92,-2.16,-6.54,,26.95,21.6,26.35,27.5,-12087.11329,-17245.44,-14438.304,0,0,0.23,
08/07/2010,0,0,0,0,0,0,0,0,0,0,-13.8,-5.99,-2.22,-6.57,,26.15,21.05,26.15,28.1,-12087.11329,-17245.44,-14438.304,0,0,0.22,
09/07/2010,0,0,0,0,0,0,0.2,0,0,0,-13.8,-6.06,-2.22,-6.63,,26.55,23,26.7,27.6,-12087.11329,-17245.44,-14438.304,0,0,0.21,
10/07/2010,0,0,0,0,0,0,0,0,0,0,-13.78,-6.06,-2.24,-6.7,,27.45,23.8,28,28.85,-12087.11329,-17245.44,-14438.304,0,0,0.21,
11/07/2010,0,0,0,0,0,0,0,0,0,0,-13.77,-6.04,-2.24,-6.73,,28.35,23,27.55,29.1,-11482.75763,-16383.168,-13716.3888,0,0,0.21,
12/07/2010,0,0,0,0,0,0,0,0,0,0,-13.76,-6.07,-2.26,-6.72,,27.1,22.35,26.75,28.5,-12087.11329,-17245.44,-14438.304,0,0,0.22,
13/07/2010,0,0,0,0,0,0,0,0,0,0,-13.8,-6.1,-2.28,-6.78,,25.95,20.95,25.5,26.85,-12087.11329,-17245.44,-14438.304,0,0,0.2,
14/07/2010,0,0,0,0,0,0,0,0,0,0,-13.84,-6.12,-2.31,-6.87,,27.1,22.9,26.8,27.45,-12087.11329,-17245.44,-14438.304,0,0,0.19,
15/07/2010,0,0,0,0,0,0,0,0,0,0,-13.85,-6.14,-2.33,-6.97,,26.8,22.95,26.5,27.25,-12087.11329,-17245.44,-14438.304,0,0,0.19,
16/07/2010,0,0,0,0,0,0,0,0,0,0,-13.87,-6.16,-2.35,-7.03,,26.7,23.9,26.7,28.1,-12087.11329,-17245.44,-14438.304,0,0,0.18,
17/07/2010,0,0,0,0,0,0,0,0,0,0,-13.86,-6.17,-2.38,-7.1,,25.05,21.2,25.05,26.8,-12087.11329,-17245.44,-14438.304,0,0,0.16,
18/07/2010,0,0,0,0,0,0,0,0,0,0,-13.85,-6.12,-2.38,-7.12,,27.5,21.8,25.6,28.8,-11482.75763,-16383.168,-13716.3888,0,0,0.17,
19/07/2010,0,0,0,0,0,0,0,0,0,0,-13.85,-6.14,-2.42,-7.12,,25.6,21.4,25.6,26.9,-12087.11329,-17245.44,-14438.304,0,0,0.17,
20/07/2010,0,0,0,0,0,0,0,0.2,0,0,-13.85,-6.19,-2.45,-7.22,,25.95,21.55,26.1,27.1,-12087.11329,-17245.44,-14438.304,0,0,0.16,
21/07/2010,0,0,0,0,0,0,0,0,0,0,-13.88,-6.21,-2.47,-7.31,,26.35,22.45,26.5,27.2,-12087.11329,-17245.44,-14438.304,0,0,0.16,
22/07/2010,0,0,0,0,0,0,0,0,0,0,-13.88,-6.23,-2.5,-7.42,,26.6,22.25,26.55,27.7,-12087.11329,-17245.44,-14438.304,0,0,0.15,
23/07/2010,0,0,0,0,0,0,0,0,0,0,-13.88,-6.24,-2.51,-7.45,,26.3,20.85,25.8,27.25,-12087.11329,-17245.44,-14438.304,0,0,0.16,
24/07/2010,0,0,0,0,0,0,0,0,0,0,-13.86,-6.24,-2.53,-7.52,,24.9,20.05,25.5,27.15,-12087.11329,-17245.44,-14438.304,0,0,0.16,
25/07/2010,0,0,0,0,0,0,0,0,0,0,-13.86,-6.18,-2.54,-7.45,,22.65,18.65,22.85,24.1,-11482.75763,-16383.168,-13716.3888,0,0,0.15,
26/07/2010,0,0,0,2.4,0,0,0,0,0,0.6,-13.87,-6.17,-2.55,-7.44,,21.7,16.9,21.95,23.95,-12087.11329,-17245.44,-14438.304,0,0,0.15,
27/07/2010,0,0,0,0,0,0,0,0,0,0,-13.91,-6.21,-2.55,-7.5,,20.6,17.75,20.9,21.75,-12087.11329,-17245.44,-14438.304,0,0,0.15,
28/07/2010,3,0,0,0,0,0.4,0.8,9.6,4.8,3.8,-13.94,-6.22,-2.56,-7.6,,22.05,18.9,21.75,22.8,-12087.11329,-17245.44,-14438.304,0,0,0.15,
29/07/2010,26.6,0.2,134,0,37.4,31.2,26.8,5,19.2,16.6,-13.9,-4.19,-2.27,-7.6,,20.3,14.55,19.3,19.75,-12087.11329,-17245.44,-14438.304,0,0,0.25,
30/07/2010,52.2,119,0,107.4,51,72.2,76.8,59,50.2,102.6,-13.88,-3.75,-1.69,-7.47,,21.35,16.4,20.95,21.65,-12087.11329,-17245.44,-14438.304,0,0,0.36,
31/07/2010,0,0,0,0,0,0.4,1.8,0.8,0,0,-13.92,-5.72,-1.86,-7.29,,21.8,16.9,21.65,22.2,-12087.11329,-17245.44,-14438.304,0,0,0.21,
01/08/2010,0,0,0,0,0,0,0,0,0,0,-13.93,-5.89,-1.94,-7.19,,22.45,18.95,22.7,23.15,-10336.6129,-15045.264,-12125.6784,0,0,0.18,
02/08/2010,0,0,0,0,0,0,0,0,0,0,-13.91,-5.93,-2.05,-7.12,,22.95,20.45,23.3,23.8,-10880.64516,-15837.12,-12763.872,0,0,0.17,
03/08/2010,0,0,0.2,0,0,0,0,0,0,0,-13.88,-5.98,-2.04,-7.04,,22.65,18.85,22.45,23.7,-10880.64516,-15837.12,-12763.872,0,0,0.16,
04/08/2010,0,0,0,0.4,0,0.4,0,5,0,0,-13.86,-6.01,-2.07,-7.11,,23.35,19.2,23.5,24.55,-10880.64516,-15837.12,-12763.872,0,0,0.16,
05/08/2010,38.6,1.2,19,0,2.4,4,21.6,14.6,20.6,41.2,-13.84,-5.93,-1.85,-7.03,,19.7,15.85,18.75,19.3,-10880.64516,-15837.12,-12763.872,0,0,0.21,
06/08/2010,29,40,0,19.8,20.8,14.6,25.6,8.6,35.8,23,-13.89,-5.93,-1.67,-7.01,,20.9,15.1,20.2,21.65,-10880.64516,-15837.12,-12763.872,0,0,0.25,
07/08/2010,0,0,0,0,0,0,0,0,0,0,-13.92,-5.92,-1.8,-7.04,,21.9,16.95,21.45,22.5,-10880.64516,-15837.12,-12763.872,0,0,0.19,
08/08/2010,0,0,0,0,0,0,0,0,0,0,-13.93,-5.89,-1.88,-7.04,,21.95,17.9,21.45,22.5,-10336.6129,-15045.264,-12125.6784,0,0,0.16,
09/08/2010,0,0,0,0,0,0,0,0,0,0,-13.92,-5.89,-1.92,-6.97,,22.3,17.1,21.85,22.7,-10880.64516,-15837.12,-12763.872,0,0,0.16,
10/08/2010,0,0,0.2,0,0,0,0,0,0,0,-13.9,-5.92,-1.96,-7.02,,23.65,18.5,23.4,24.9,-10880.64516,-15837.12,-12763.872,0,0,0.17,
11/08/2010,0,0,0,0,0,0,0,0,0,0,-13.9,-5.94,-1.99,-7.08,,23.95,19.05,23.6,25.3,-10880.64516,-15837.12,-12763.872,0,0,0.17,
12/08/2010,0,0,0.6,0,0,0,0,0,0,0,-13.89,-5.95,-2,-7.07,,23.3,18.75,23.25,24.6,-10880.64516,-15837.12,-12763.872,0,0,0.18,
13/08/2010,27.6,31.2,17.8,7,19.6,32,23.2,7.2,11.6,15,-13.87,-5.63,-1.91,-6.93,,21.25,16.95,21.25,21.75,-10880.64516,-15837.12,-12763.872,0,0,0.21,
14/08/2010,0.6,1.2,39,14,1.6,1.2,1.4,4.2,1.8,1,-13.86,-5.79,-1.73,-6.83,,19.05,15.45,19.2,18.9,-10880.64516,-15837.12,-12763.872,0,0,0.27,
15/08/2010,44.8,23.8,0.2,30.6,27.6,26.4,41,26,41.4,60,-13.86,-5.81,-1.49,-6.68,,22.1,16.3,21.5,23.1,-10336.6129,-15045.264,-12125.6784,0,0,0.42,
16/08/2010,1.4,0,5.4,0,0.2,0.2,0.6,0.2,0.4,0,-13.85,-5.78,-1.63,-6.59,,20.75,14.2,20.55,22,-10880.64516,-15837.12,-12763.872,0,0,0.31,
17/08/2010,0,0,0.6,2.4,0,0,0.2,0,0.2,0.4,-13.84,-5.76,-1.74,-6.57,,19.85,15,20.6,21.2,-10880.64516,-15837.12,-12763.872,0,0,0.2,
18/08/2010,0,0,0.2,0.2,0,0,0,0,0,0.4,-13.82,-5.77,-1.77,-6.52,,20.9,16.2,21.05,22.35,-10880.64516,-15837.12,-12763.872,0,0,0.21,
19/08/2010,0,0,0.2,0,0.2,0,0,0,0,0.2,-13.83,-5.79,-1.81,-6.57,,23,18.5,22.85,24.2,-10880.64516,-15837.12,-12763.872,0,0,0.21,
20/08/2010,0,0,0,0,0,0.4,0,0,0,0,-13.84,-5.82,-1.85,-6.63,,24.45,20.9,24.7,24.85,-10880.64516,-15837.12,-12763.872,0,0,0.2,
21/08/2010,0,0,0,0,0,0,0,0,0,0.2,-13.83,-5.84,-1.88,-6.72,,26.55,22.4,27.05,27.1,-10880.64516,-15837.12,-12763.872,0,0,0.2,
22/08/2010,0,0,0,0,0,0,0,0.2,0,0,-13.79,-5.84,-1.91,-6.77,,26.85,22.25,26.45,26.95,-10336.6129,-15045.264,-12125.6784,0,0,0.18,
23/08/2010,0,0,0,0,0,0,0,0,0,0,-13.74,-5.93,-1.95,-6.81,,24.65,20.75,24.55,25.75,-10880.64516,-15837.12,-12763.872,0,0,0.19,
24/08/2010,0,0,0,0,0,0,0,0,0,0,-13.73,-6.03,-1.98,-6.93,,24.75,20,23.7,25.4,-10880.64516,-15837.12,-12763.872,0,0,0.19,
25/08/2010,0,0,0,0,0,0,0,0,0,0,-13.73,-6.07,-2.01,-7.01,,23.9,19.7,23.85,24.8,-10880.64516,-15837.12,-12763.872,0,0,0.19,
26/08/2010,0,0,0,0,0,0,0,0,0,0,-13.73,-6.13,-2.03,-7.04,,23.3,20.4,23.9,24.7,-10880.64516,-15837.12,-12763.872,0,0,0.19,
27/08/2010,0,0,0,0,0,0,0,0,0,0,-13.69,-6.29,-2.07,-7.08,,23.8,19.3,23.7,25.3,-10880.64516,-15837.12,-12763.872,0,0,0.2,
28/08/2010,0.2,0,0,0,0.2,0.4,0,0,0,2.2,-13.65,-6.18,-2.08,-7.12,,24.2,18.05,23.75,25.35,-10880.64516,-15837.12,-12763.872,0,0,0.19,
29/08/2010,0,0,0.2,0,0,0,0,3,0,0.2,-13.68,-6,-2.1,-7.24,,22.15,17.3,22.55,23.6,-10336.6129,-15045.264,-12125.6784,0,0,0.18,
30/08/2010,0.6,0,0.4,0,0,0,0,0,0,0,-13.66,-6.05,-2.1,-7.22,,19.8,15.55,19.25,20.6,-10880.64516,-15837.12,-12763.872,0,0,0.19,
31/08/2010,10.6,0,0,1,2.6,5,3.4,3.8,3.2,1.8,-13.7,-6.24,-2.09,-7.27,,17.75,16.25,18.3,19.3,-10880.64516,-15837.12,-12763.872,0,0,0.18,
01/09/2010,0,0,0,0,0,0,0,0,0,0,-13.71,-6.15,-2.12,-7.3,,19.05,16.25,19.4,19.85,-11160,-15837.12,-12934.08,0,0,0.17,
02/09/2010,0,0,0,0,0,0,0,0,0,0,-13.71,-6.05,-2.15,-7.42,,19.05,17.15,19.75,20,-11160,-15837.12,-12934.08,0,0,0.16,
03/09/2010,0,0,0,0,0,0,0,0,0,0,-13.71,-6.08,-2.16,-7.4,,21.9,18.55,22.1,22.35,-11160,-15837.12,-12934.08,0,0,0.17,
04/09/2010,0,0,0,0,0,0,0,0,0,0,-13.72,-6.1,-2.18,-7.5,,21.45,18,21.85,22.3,-11160,-15837.12,-12934.08,0,0,0.16,
05/09/2010,0,0,0,0,0,0,0,0.2,0,0,-13.72,-6.08,-2.19,-7.51,,21.55,17.9,21.4,22.1,-10602,-15045.264,-12287.376,0,0,0.15,
06/09/2010,0,0,0,0,0,0,0,1.8,0,0,-13.71,-6.1,-2.19,-7.57,,21.6,17.7,21.65,22.5,-11160,-15837.12,-12934.08,0,0,0.16,
07/09/2010,2.2,0,0,0,0,0,0,0.6,0,2.4,-13.7,-6.13,-2.19,-7.54,,22.7,17.9,22.45,23.95,-11160,-15837.12,-12934.08,0,0,0.18,
08/09/2010,8.2,7,17.6,26.6,2.4,4,2.4,3.8,1.4,3.6,-13.68,-5.93,-2.17,-7.53,,21.8,15.15,20.3,21.95,-11160,-15837.12,-12934.08,0,0,0.2,
09/09/2010,1.8,7.2,0,4.6,12.8,8.4,2.8,2.2,3.8,5.4,-13.71,-6.14,-2.18,-7.58,,20.05,14.4,19.55,20.5,-11160,-15837.12,-12934.08,0,0,0.18,
10/09/2010,27.6,1.6,0,0,8.2,8,0.6,1.2,2,4.4,-13.73,-6.16,-2.2,-7.67,,19.45,15.4,19.95,19.95,-11160,-15837.12,-12934.08,0,0,0.16,
11/09/2010,0,0.4,0,0,0,0,0.4,0,0.2,0,-13.73,-6.18,-2.22,-7.76,,20.15,17,21.2,21.2,-11160,-15837.12,-12934.08,0,0,0.15,
12/09/2010,0,0,0,0,0,0,0,0,0,0,-13.74,-6.16,-2.24,-7.79,,20.65,16.75,20.35,20.3,-10602,-15045.264,-12287.376,0,0,0.15,
13/09/2010,0,0,40.2,0,0,0,0.2,0,0,0,-13.73,-6.16,-2.23,-7.75,,18.15,15.8,19.8,20.15,-11160,-15837.12,-12934.08,0,0,0.17,
14/09/2010,16,4.4,0,22.6,46.4,16.4,23.4,31.4,28.6,12,-13.74,-6.17,-2.14,-7.83,,19.35,16.15,20.05,20.4,-11160,-15837.12,-12934.08,0,0,0.18,
15/09/2010,0,0,0,0,0,0,0,0,0,0,-13.72,-6.18,-2.2,-7.89,,19.75,16.45,20,20.3,-11160,-15837.12,-12934.08,0,0,0.16,
16/09/2010,3,0.8,0,0,3.6,5.2,0.8,0.2,1.4,3.2,-13.71,-6.19,-2.2,-7.85,,20.6,16.9,20.55,21.55,-11160,-15837.12,-12934.08,0,0,0.17,
17/09/2010,3,2.4,2,0.2,13.8,43.2,3.2,1.8,2.4,6,-13.7,-6.18,-2.19,-7.76,,21.75,16,20.6,21.9,-11160,-15837.12,-12934.08,0,0,0.2,
18/09/2010,17.8,9,5.4,2.4,8.8,2.8,9,6,33,12.2,-13.69,-6.17,-2.19,-7.65,,23.4,15.8,21.9,23.1,-11160,-15837.12,-12934.08,0,0,0.21,
19/09/2010,16.2,10.2,5.6,8.2,10,9.6,18.6,21,32.8,10.6,-13.68,-6.15,-2.13,-7.63,,18.9,14.15,19.45,19.1,-10602,-15045.264,-12287.376,0,0,0.24,
20/09/2010,0,0,0,0,0,0,0,0.2,0,0,-13.72,-6.17,-2.17,-7.6,,18.25,14.75,19,18.75,-11160,-15837.12,-12934.08,0,0,0.2,
21/09/2010,0,0,0,0,0,0,0,0,0,0,-13.71,-6.2,-2.17,-7.59,,17.75,16.15,19.5,19.5,-11160,-15837.12,-12934.08,0,0,0.19,
22/09/2010,0,0,0,0,0,0,0,0,0,0,-13.72,-6.2,-2.22,-7.63,,21.1,17.25,21.35,21.45,-11160,-15837.12,-12934.08,0,0,0.19,
23/09/2010,0,0,0,0,0,0,0,0,0,0,-13.71,-6.2,-2.23,-7.71,,18.8,16.75,20,19.35,-11160,-15837.12,-12934.08,0,0,0.18,
24/09/2010,0,0,3,0,0,0,0,0,0,0,-13.63,-6.2,-2.22,-7.7,,18.3,15.2,19.05,18.3,-11160,-15837.12,-12934.08,0,0,0.18,
25/09/2010,19.4,8.4,7,9.6,9.2,10,27.2,15.2,16.2,34.6,-13.56,-6.21,-2.18,-7.64,,18.45,12.2,17.45,19.1,-11160,-15837.12,-12934.08,0,0,0.19,
26/09/2010,0,0.8,7.6,0,0,0,0,0.2,0,0,-13.6,-6.19,-2.21,-7.55,,15.5,11.8,15.9,16.55,-10602,-15045.264,-12287.376,0,0,0.19,
27/09/2010,12.4,9.8,5,4.8,4,6.2,3.6,0,5.8,27.4,-13.64,-6.18,-2.19,-7.49,,15.9,9.55,15.65,15.65,-11160,-15837.12,-12934.08,0,0,0.19,
28/09/2010,9.8,1.2,2.4,1.2,3,1.8,3,0.4,10.2,6.6,-13.66,-6.19,-2.23,-7.49,,15.55,10.5,15.3,15.45,-11160,-15837.12,-12934.08,0,0,0.2,
29/09/2010,6.4,2.4,0,1.2,1.8,2.2,2.6,6,6,5,-13.69,-6.21,-2.23,-7.6,,15.15,11.2,15.45,15.55,-11160,-15837.12,-12934.08,0,0,0.24,
30/09/2010,0,0,0,0,0,0,0,0,0.2,0,-13.69,-6.2,-2.24,-7.55,,16.2,12.2,15.95,16.25,-11160,-15837.12,-12934.08,0,0,0.24,
01/10/2010,0,0.4,2.6,0,0.8,0,0.2,0.2,0,0.6,-13.69,-6.19,-2.25,-7.53,,15.5,11.3,15.7,15.15,-10687.09677,-15863.04,-13106.88,0,0,0.22,
02/10/2010,5,4.6,0.2,1.2,5.4,10.4,4,0.6,3.6,8.2,-13.7,-6.2,-2.26,-7.52,,16.9,13.25,17.5,17.45,-10687.09677,-15863.04,-13106.88,0,0,0.2,
03/10/2010,0,0,0,0,0,0,1.6,0,0,0,-13.7,-6.18,-2.25,-7.52,,17.1,13.4,16.9,16.2,-10152.74194,-15069.888,-12451.536,0,0,0.21,
04/10/2010,2,1,14.2,0.8,3.4,1.2,3.4,1.8,5.6,4,-13.66,-6.18,-2.21,-7.41,,16.4,13.9,17.5,16.55,-10687.09677,-15863.04,-13106.88,0,0,0.23,
05/10/2010,39.4,24,8.6,22,25.6,21.4,24.8,18,26.6,34.2,-13.64,-6.19,-2.08,-7.38,,19.25,13.65,17.8,18.45,-10687.09677,-15863.04,-13106.88,0,0,0.45,
06/10/2010,3.4,0,0,0.2,6.4,2,2.8,0,3.8,7.2,-13.68,-6.16,-2.17,-7.42,,18.45,13.65,19.3,19.15,-10687.09677,-15863.04,-13106.88,0,0,0.38,
07/10/2010,0,0,0.2,0,0,0,0.4,0,0,0,-13.7,-6.14,-2.2,-7.46,,18.75,15.85,19.95,19,-10687.09677,-15863.04,-13106.88,0,0,0.29,
08/10/2010,0,0,0,0,0,0,0.2,0,0,0.2,-13.71,-6.13,-2.21,-7.52,,17.3,13.05,17.35,18.65,-10687.09677,-15863.04,-13106.88,0,0,0.26,
09/10/2010,0,0,0,0,0,0,0.2,0,0,0,-13.7,-6.12,-2.26,-7.52,,14.9,11.6,15.9,16.4,-10687.09677,-15863.04,-13106.88,0,0,0.21,
10/10/2010,0,0,0,0,0,0,0.2,0,0,0,-13.63,-6.1,-2.22,-7.47,,12.6,9.2,14,13.95,-10152.74194,-15069.888,-12451.536,0,0,0.23,
11/10/2010,0,0,0,0,0,0,0,0,0,0,-13.61,-6.1,-2.24,-7.39,,14.75,9.6,14.8,15.6,-10687.09677,-15863.04,-13106.88,0,0,0.23,
12/10/2010,0.2,0,0,0,0,0,0,0.6,0,0.2,-13.62,-6.13,-2.29,-7.47,,14.95,11.45,15.65,16.2,-10687.09677,-15863.04,-13106.88,0,0,0.22,
13/10/2010,0.2,0,1.6,0,0,0,0,3,0.2,0.4,-13.61,-6.13,-2.28,-7.43,,16.2,9.9,16.25,16.95,-10687.09677,-15863.04,-13106.88,0,0,0.21,
14/10/2010,0,0.4,0,0.2,0.6,1.4,0.2,0.8,0.2,0.4,-13.61,-6.15,-2.31,-7.43,,14.75,11,15.45,15.8,-10687.09677,-15863.04,-13106.88,0,0,0.21,
15/10/2010,0,0,0.2,0,0,0,0,0,0,0,-13.61,-6.18,-2.32,-7.48,,14.45,11.2,15.4,15.3,-10687.09677,-15863.04,-13106.88,0,0,0.23,
16/10/2010,0,0,21,0,0,0,0,0,0.2,0,-13.58,-6.2,-2.34,-7.51,,14.7,9.3,14.75,15.3,-10687.09677,-15863.04,-13106.88,0,0,0.23,
17/10/2010,23,43.6,5.4,19.6,32.6,38,19.6,16.4,26,28.6,-13.57,-4.04,-2.11,-7.53,,14.7,8.4,13.6,14.15,-10152.74194,-15069.888,-12451.536,0,0,0.25,
18/10/2010,2.4,1.6,2.2,1,3,1.2,3,5.2,1.6,4.4,-13.59,-5.89,-2.16,-7.54,,12.4,7.6,12.3,13.5,-10687.09677,-15863.04,-13106.88,0,0,0.2,
19/10/2010,0,0,0,0,0.2,0,0.2,0.2,0,0,-13.58,-6.05,-2.2,-7.51,,12.7,10,12.55,13.6,-10687.09677,-15863.04,-13106.88,0,0,0.19,
20/10/2010,0,0.2,0.6,1.8,0,0.2,0,0,0.2,0.2,-13.6,-6.06,-2.24,-7.48,,12.6,10.8,13.85,12.6,-10687.09677,-15863.04,-13106.88,0,0,0.19,
21/10/2010,0,0.2,0,0,0,0,0,0,0,0,-13.71,-6.06,-2.3,-7.52,,12,10.55,13.2,11.5,-10687.09677,-15863.04,-13106.88,0,0,0.17,
22/10/2010,0,0,0,0,0,0,0,0,0,0,-13.74,-6.06,-2.3,-7.55,,11.95,11.05,13.95,11.85,-10687.09677,-15863.04,-13106.88,0,0,0.17,
23/10/2010,0,0,0.4,0.2,0,0,0,0,0,0,-13.7,-6.06,-2.32,-7.58,,12.25,10.25,13.65,12.15,-10687.09677,-15863.04,-13106.88,0,0,0.18,
24/10/2010,0.2,1.4,22.6,0.2,0.2,0,0,0,0,0.2,-13.64,-5.8,-2.26,-7.43,,13.3,9.45,12.5,12.6,-10152.74194,-15069.888,-12451.536,0,0,0.23,
25/10/2010,84.4,57.4,33.2,24.4,82.6,71.2,90.4,14.6,93.4,114.2,-13.57,-4.75,-1.82,-7.26,,13.1,7.9,12.7,12.15,-10687.09677,-15863.04,-13106.88,0,0,0.78,
26/10/2010,19.2,21.2,0,12.6,14,21.2,12.8,19.6,12.4,21.2,-13.67,-5.83,-1.72,-7.21,,11.45,5.65,9.7,10.5,-10687.09677,-15863.04,-13106.88,0,0,0.63,
27/10/2010,0,0,0,0,0,0,0,8.4,0,0,-13.71,-5.84,-1.82,-7.21,,9.6,5.6,9.25,9.55,-10687.09677,-15863.04,-13106.88,0,0,0.48,
28/10/2010,0,0,0,0,0,0,0.2,0,0,0,-13.71,-5.81,-1.92,-7.24,,8.85,7.85,10.15,9.2,-10687.09677,-15863.04,-13106.88,0,0,0.38,
29/10/2010,0,0,0,0,0,0,0,0,0,0,-13.69,-5.81,-1.95,-7.25,,10.75,11.35,12.9,10.85,-10687.09677,-15863.04,-13106.88,0,0,0.39,
30/10/2010,0,0,0.6,0.2,0,0,0,0,0,0,-13.67,-5.82,-2.01,-7.25,,9.1,8.75,11,9.45,-10687.09677,-15863.04,-13106.88,0,0,0.42,
31/10/2010,67,61.8,44.2,11,37.6,41,49.8,30,46,87.6,-13.6,-4.91,-1.47,-7.19,,14,10.1,15,14.05,-10152.74194,-15069.888,-12451.536,0,0,1.03,
01/11/2010,141.2,51.6,57.2,33,65.4,58.2,82.6,27,84.2,154.6,-13.57,-5.36,-0.78,-6.87,,14.1,10.3,15,14.05,-10203.33333,-16182.72,-13469.76,0,0,1.79,
02/11/2010,36,22.4,8.4,21.8,26,22.8,30.2,9.2,22.8,27.2,-13.59,-5.21,-0.82,-6.5,,16,10.8,15.85,15.05,-10203.33333,-16182.72,-13469.76,0,0,1.15,
03/11/2010,0.8,3.2,7.6,6.4,2.6,2.4,1,27.8,1,1.6,-13.66,-5.08,-0.96,-6.09,,13.35,10.7,14.4,14.05,-10203.33333,-16182.72,-13469.76,0,0,0.84,
04/11/2010,0.2,0.6,0,1,0,0.2,0.2,2.8,0,0.4,-13.72,-5.07,-1.12,-6.11,,14.85,12.85,15.75,14.5,-10203.33333,-16182.72,-13469.76,0,0,0.72,
05/11/2010,0.2,0,0,0.2,0,0,0,0,0.2,0.2,-13.72,-5.09,-1.24,-6.16,,13.3,12.75,14.9,13.7,-10203.33333,-16182.72,-13469.76,0,0,0.62,
06/11/2010,0,0.2,0,0.2,0.2,0,0,0,0,0.2,-13.64,-5.13,-1.31,-6.11,,12.6,10.85,13.25,12.45,-10203.33333,-16182.72,-13469.76,0,0,0.56,
07/11/2010,1,5.8,15.4,2.8,0,0,0.2,0,0.4,2,-13.51,-5.12,-1.22,-5.97,,13.9,9.4,12.95,13.1,-9693.166667,-15373.584,-12796.272,0,0,0.55,
08/11/2010,33.4,56.2,32.4,17.2,26,31.6,25.4,0.4,20.4,33.4,-13.38,-4.76,-0.6,-5.69,,11.2,6.55,10.9,11.2,-10203.33333,-16182.72,-13469.76,0,0,0.62,
09/11/2010,31.4,21.8,24.6,16.8,34.2,34.2,39.6,0,26.8,49.6,-13.35,-4.88,-0.66,-5.49,,11.65,6.1,10.25,10.55,-10203.33333,-16182.72,-13469.76,0,0,0.88,
10/11/2010,17.2,12.4,30,21.6,13.6,19.8,24.8,1.4,19.6,15.2,-13.43,-4.74,-0.65,-5.37,,10.95,6.5,10.85,10.85,-10203.33333,-16182.72,-13469.76,0,0,0.9,
11/11/2010,33.2,23.2,0.4,27.2,18,18.4,27.4,0.6,26.8,39.2,-13.54,-4.61,-0.72,-5.34,,12.2,7.5,11.95,12.4,-10203.33333,-16182.72,-13469.76,0,0,0.9,
12/11/2010,0.4,6.6,28,6.4,2.2,4.4,1,0,0.6,2,-13.53,-4.55,-0.75,-5.28,,9.65,8.15,10.05,10.2,-10203.33333,-16182.72,-13469.76,0,0,0.81,
13/11/2010,3.6,19.8,0.8,12.6,13.6,15.4,6.2,0,4,10.2,-13.53,-4.5,-0.79,-5.21,,13.2,9.75,13.3,13.3,-10203.33333,-16182.72,-13469.76,0,0,0.73,
