Date,Rainfall_Le_Croci,Rainfall_Cavallina,Rainfall_S_Agata,Rainfall_Mangona,Rainfall_S_Piero,Rainfall_Vernio,Rainfall_Stia,Rainfall_Consuma,Rainfall_Incisa,Rainfall_Montevarchi,Rainfall_S_Savino,Rainfall_Laterina,Rainfall_Bibbiena,Rainfall_Camaldoli,Temperature_Firenze,Hydrometry_Nave_di_Rosano
06/02/2011,0,0,0,0,0,0,,,0,,,,,,6.1,1.6
07/02/2011,0,0,0,0,0,0,,,0,,,,,,4.35,1.51
08/02/2011,0,0,0,0,0,0,,,0,,,,,,5.3,1.57
09/02/2011,0,0,0,0,0,0,,,0.2,,,,,,7.8,1.61
10/02/2011,0,0,0,0,0,0,,,0,,,,,,7.3,1.53
11/02/2011,0,0,0,0,0,0,,,0,,,,,,11.1,1.54
12/02/2011,1.2,0,0,0,0,0,,,0,,,,,,10.55,1.5
13/02/2011,8.6,2.8,6.6,6.2,3.8,7,,,6.6,,,,,,9.55,1.54
14/02/2011,0.2,0,0.2,0.2,0,0.4,,,1.4,,,,,,11.05,1.53
15/02/2011,3.2,2.4,1.4,3,1.8,3,,,0,,,,,,9.25,1.71
16/02/2011,30.8,31.8,28.2,47,22.4,48.6,,,6.2,,,,,,9.9,1.92
17/02/2011,21,20.6,19.4,23.2,20,23.2,,,22.6,,,,,,10.85,2.6
18/02/2011,0.2,0.2,0,0,0.2,0,,,4.6,,,,,,10.5,2.74
19/02/2011,0,0,0,0,0,0,,,0,,,,,,11.25,2.41
20/02/2011,8.4,6.2,5.6,8.6,6.4,9.4,,,0,,,,,,8.4,2.15
21/02/2011,2.2,1.6,1.2,0.8,1.6,0.6,,,11.2,,,,,,8.2,2.13
22/02/2011,0,0,0,0,0.2,0,,,0,,,,,,7.3,2.12
23/02/2011,0,0,1,0.2,0,0.2,,,0,,,,,,5.8,2.07
24/02/2011,0,0,0,0,0,0,,,0,,,,,,6.25,1.89
25/02/2011,0,0,0,0,0,0,,,0,,,,,,6.2,1.88
26/02/2011,0,0,0,0,0,0,,,0,,,,,,7.25,1.62
27/02/2011,7.8,7.2,4.4,3,7.2,4.2,,,0,,,,,,4.35,1.59
28/02/2011,3,0.2,0,1,0,0,,,5.6,,,,,,9.1,1.94
01/03/2011,0.2,0,3.2,0,0.4,0.4,,,0,,,,,,7.55,1.66
02/03/2011,0,0.2,2.4,0.4,0.6,0.2,,,2.6,,,,,,5.65,1.76
03/03/2011,2,0.8,4.4,1.6,1.6,0.8,,,0,,,,,,5.5,1.59
04/03/2011,0,0,0,0,0,0,,,0.2,,,,,,7.65,1.53
05/03/2011,0,0.4,0.2,0,0,0,,,0,,,,,,9.35,1.6
06/03/2011,0.2,0,0,0,0,0,,,2.8,,,,,,11.8,1.64
07/03/2011,0,0,0,0,0,0,,,0,,,,,,5.8,1.64
08/03/2011,0,0,0,0,0,0,,,0,,,,,,5.9,1.61
09/03/2011,0,0,0,0,0,0,,,0,,,,,,5,1.65
10/03/2011,0,0,0,0,0,0,,,0,,,,,,6.3,1.65
11/03/2011,0,0,0,0,0,0,,,0,,,,,,8.15,1.68
12/03/2011,0.2,0.2,0,0.2,0,0.4,,,0,,,,,,9.45,1.7
13/03/2011,38.8,37.4,31.8,36.4,33.8,44,,,0,,,,,,10.25,1.91
14/03/2011,13,9.8,18.4,22.4,14.2,23.8,,,13.6,,,,,,14.8,2.45
15/03/2011,14,13,14.6,13.6,13.4,18,,,7.8,,,,,,15.5,2.88
16/03/2011,49,35.8,22.4,27.8,21.2,35.2,,,15.4,,,,,,13.55,3.72
17/03/2011,10.8,10.6,5.6,9,5.8,13.2,,,10.8,,,,,,12.65,4.08
18/03/2011,0,0,0,0,0,0,,,0.8,,,,,,14.3,3.07
19/03/2011,0.2,0.2,0.8,0,0.8,0.6,,,0,,,,,,12.3,2.64
20/03/2011,0,0,0,0,0,0,,,0,,,,,,11.4,2.45
21/03/2011,0,0,0,0,0,0,,,0,,,,,,9.65,2.32
22/03/2011,0,0,0,0,0,0,,,0,,,,,,12.55,2.24
23/03/2011,0,0,0,0,0,0,,,0,,,,,,12.9,1.91
24/03/2011,0,0,0,0,0,0,,,0,,,,,,15.05,1.87
25/03/2011,0,0,0,0,0,0,,,0,,,,,,12.7,1.85
26/03/2011,0,0,0,0,0,0,,,0,,,,,,13.2,1.89
27/03/2011,6.2,3.2,3.4,2.6,3.4,5.4,,,0,,,,,,12.35,1.94
28/03/2011,41.6,35.8,24.2,29.2,27.4,39.6,,,6.2,,,,,,13.6,2.15
29/03/2011,0.8,0.6,0,0,0.2,0.4,,,17.8,,,,,,15.15,2.09
30/03/2011,0,0,0,0,0,0,,,0,,,,,,13.85,2.13
31/03/2011,0,0,0,0,0,0,,,0,,,,,,16.25,2
01/04/2011,0,0,0,0,0,0,,,0,,,,,,15.8,1.77
02/04/2011,0,0,0,0,0,0,,,0,,,,,,16.5,1.83
03/04/2011,0,0,0,0,0,0,,,0,,,,,,16.55,1.68
04/04/2011,0,0,0,0,0,0,,,0,,,,,,15.55,1.75
05/04/2011,0,0,0,0,0,0,,,0,,,,,,16.4,1.66
06/04/2011,0,0,0,0,0,0,,,0,,,,,,16.75,1.6
07/04/2011,0,0,0,0,0,0,,,0,,,,,,18.4,1.62
08/04/2011,0,0,0,0,0,0,,,0,,,,,,17.1,1.64
09/04/2011,0,0,0,0,0,0,,,0,,,,,,18,1.53
10/04/2011,0.2,0,0,0,0,0.4,,,0,,,,,,20.85,1.56
11/04/2011,0,0,0,0,0,0,,,0,,,,,,19.05,1.54
12/04/2011,2,0,0.2,0,0.4,0,,,0,,,,,,16.8,1.42
13/04/2011,1.4,1.4,1.6,0,1.8,0,,,1.4,,,,,,14.1,1.52
14/04/2011,0.8,0,0.2,1.4,0.2,1,,,0,,,,,,12.6,1.44
15/04/2011,4.8,3.6,3.8,4,4.4,5.2,,,1.6,,,,,,12.4,1.57
16/04/2011,0,0,0,0,0,0,,,0,,,,,,13.85,1.41
17/04/2011,0,0,0,0,0,0,,,0,,,,,,14.45,1.37
18/04/2011,0,0,0,0,0,0,,,0,,,,,,13.7,1.37
19/04/2011,0,0,0,0,0,0,,,0,,,,,,14.25,1.38
20/04/2011,0,0,0,0,0,0,,,0,,,,,,16,1.31
21/04/2011,0,0,0,0,0,0,,,0,,,,,,15.85,1.39
22/04/2011,0,0,0,0.2,0,0,,,0,,,,,,17.05,1.43
23/04/2011,1.4,1.2,1,0.4,1.2,0.8,,,0.8,,,,,,17.05,1.32
24/04/2011,0.8,0.4,0.4,0.2,0.6,0.2,,,1.4,,,,,,17,1.27
25/04/2011,0,0,0,0,0,0.2,,,0,,,,,,17.2,1.43
26/04/2011,0,0,0,0,0,0,,,3,,,,,,18.8,1.4
27/04/2011,0,0,0,0,0.4,0,,,4,,,,,,18.25,1.23
28/04/2011,0,0,0,0,0,0,,,0,,,,,,15.1,1.23
29/04/2011,4.4,3.4,13.2,1,1.6,0,,,0,,,,,,16.95,1.22
30/04/2011,1.8,1.4,1.2,0.8,2,1.4,,,4.6,,,,,,16.55,1.23
01/05/2011,1,0.4,0.2,0.4,0.4,0.2,,,0,,,,,,19.55,1.22
02/05/2011,1.6,0.6,2.4,2.2,2.6,1,,,0,,,,,,16.75,1.39
03/05/2011,0.2,0.2,0,0,0,0,,,0.2,,,,,,19.4,1.39
04/05/2011,0,0,0.4,1,0.4,0.4,,,0,,,,,,16.85,1.25
05/05/2011,0,0,0,0,0,0,,,2.6,,,,,,15.75,1.21
06/05/2011,0,0,0,0,0,0,,,0,,,,,,17.4,1.19
07/05/2011,0,0,0,0,0,0,,,0,,,,,,17.75,1.18
08/05/2011,0,0,0,0,0,0,,,0,,,,,,18.35,1.18
09/05/2011,0,0,0,0,0,0,,,0,,,,,,17.8,1.17
10/05/2011,0,0,0,0,0,0,,,0,,,,,,19.25,1.16
11/05/2011,0,0,0,0,0,0,,,0,,,,,,19.1,1.17
12/05/2011,0,0,0,0,0,0,,,0,,,,,,19.55,1.16
13/05/2011,0,0,0,0,0,0,,,0,,,,,,20.95,1.15
14/05/2011,0,0,0,0,0,0,,,0,,,,,,19.95,1.15
15/05/2011,3.6,7.8,13.6,5,11,5.8,,,0,,,,,,15.75,1.33
16/05/2011,0,0.2,0.6,0,0,0,,,7.2,,,,,,17.1,1.33
17/05/2011,0,0,0,0,0,0,,,0,,,,,,17.7,1.17
18/05/2011,0,0,0,0,0,0,,,0,,,,,,17.9,1.15
19/05/2011,0,0,0,0,0,0,,,0,,,,,,21.25,1.15
20/05/2011,0,0,0,0.6,0,0,,,0.2,,,,,,22.5,1.16
21/05/2011,0,0,0,0,0,0.2,,,0,,,,,,21.9,1.16
22/05/2011,0,0,0,0,0,0,,,2.8,,,,,,22.35,1.15
23/05/2011,0,0,0,0,0,0,,,0,,,,,,22.7,1.14
24/05/2011,0,0,0,0,0,0,,,0,,,,,,24.5,1.13
25/05/2011,0,0,0,0,0,0,,,0,,,,,,24.45,1.16
26/05/2011,0,0,0,0,0,0,,,0,,,,,,25.6,1.15
27/05/2011,0,0,0,0.4,0,0,,,0,,,,,,23.3,1.12
28/05/2011,0,0,1,0,0,0,,,0,,,,,,22.9,1.1
29/05/2011,0,0,0,0,0,0,,,0,,,,,,20.65,1.09
30/05/2011,0,0,0,0,0,0,,,0,,,,,,22.1,1.09
31/05/2011,0,0,0,0,0,0,,,0,,,,,,21.95,1.1
01/06/2011,3.2,2.8,2.4,2,2.8,1.8,,,6.4,,,,,,21.9,1.12
02/06/2011,0,0,0,0,0,0,,,0,,,,,,21.75,1.11
03/06/2011,0,0,0,0,0,0,,,0,,,,,,24.05,1.1
04/06/2011,0,0,3.2,0,0,0,,,0,,,,,,24.1,1.1
05/06/2011,74,56.8,32.6,52,43.2,24,,,6,,,,,,24.1,1.36
06/06/2011,0,0.2,0,14.8,0.2,25.2,,,14.6,,,,,,21.8,1.47
07/06/2011,23.4,23.2,42.8,34.6,37.4,32,,,5.2,,,,,,21.65,1.35
08/06/2011,14,6,2.2,4.6,5,3.2,,,4.8,,,,,,19.95,1.64
09/06/2011,6.2,1.8,3.8,14.8,1,10.8,,,9.4,,,,,,19.9,1.51
10/06/2011,0,0,0,0,0,0,,,0,,,,,,20.7,1.39
11/06/2011,0,0,0,0,0,0,,,0,,,,,,21.05,1.29
12/06/2011,1,0,2,0,2,0.6,,,0,,,,,,22.25,1.24
13/06/2011,0,0,5.4,0.4,0.2,0,,,2.4,,,,,,21.1,1.24
14/06/2011,0,0,0,0,0,0.2,,,0,,,,,,22.15,1.27
15/06/2011,0,0,0,0,0,0,,,0,,,,,,23.25,1.18
16/06/2011,0,0,0,0,0,0,,,0,,,,,,24.1,1.16
17/06/2011,0,0,0,0,0,0,,,0,,,,,,23.95,1.15
18/06/2011,0,0,0.2,0,0,0,,,0,,,,,,25.85,1.15
19/06/2011,0,0,0.4,1.2,0,0.4,,,0,,,,,,22.5,1.13
20/06/2011,0,0,0,0,0,0,,,0,,,,,,23.3,1.11
21/06/2011,0,0,0,0,0,0.2,,,0,,,,,,24.15,1.11
22/06/2011,0,0,0,0,0,0,,,0,,,,,,25.25,1.11
23/06/2011,0,0,0,0,0,0,,,0,,,,,,25.4,1.11
24/06/2011,0,0,0,0,0,0,,,0,,,,,,25.55,1.15
25/06/2011,0,0,0,0,0,0,,,0,,,,,,23.95,1.1
26/06/2011,0,0,0,0,0,0,,,0,,,,,,25.35,1.1
27/06/2011,0,0,0,0,0,0,,,0,,,,,,26.75,1.09
28/06/2011,0,0,0,0,0,0,,,0,,,,,,27.8,1.09
29/06/2011,0,0,0,0,0,0,,,0,,,,,,28,1.09
30/06/2011,0,0,0,0,0,0,,,0,,,,,,26.7,1.09
01/07/2011,7,2.8,6.2,5.8,0.4,12.4,,,1.8,,,,,,25.25,1.19
02/07/2011,1.2,1,0.4,0.8,0.6,1,,,14.8,,,,,,21.85,1.22
03/07/2011,0,0,0,0,0,0.2,,,0,,,,,,22.1,1.12
04/07/2011,0.6,0,1,0.8,0,0.8,,,0,,,,,,24,1.09
05/07/2011,5.2,2.6,0,0,0.2,0.4,,,0,,,,,,25.3,1.09
06/07/2011,0,0,0,0,0,0.2,,,0,,,,,,26.4,1.09
07/07/2011,0,0,0,0,0,0,,,0,,,,,,26.35,1.09
08/07/2011,0,0,0,0,0,0,,,0,,,,,,27.3,1.1
09/07/2011,0,0,0,0,0,0,,,0,,,,,,27.6,1.09
10/07/2011,0,0,0,0,0,0,,,0,,,,,,28.9,1.08
11/07/2011,0,0,0,0,0,0,,,0,,,,,,29.8,1.08
12/07/2011,0,0,0,0,0,0,,,0,,,,,,30.6,1.09
13/07/2011,0,0,0,0,0,0,,,0,,,,,,30.55,1.1
14/07/2011,0,0,0,0,0,0,,,0,,,,,,27.8,1.08
15/07/2011,0,0,0,0,0,0,,,0,,,,,,25.05,1.07
16/07/2011,0,0,0,0,0,0,,,0,,,,,,23.45,1.07
17/07/2011,0,0,0,0,0,0,,,0,,,,,,25.65,1.08
18/07/2011,19.4,10.2,12.2,0.4,4,1.2,,,0,,,,,,23.4,1.08
19/07/2011,7.6,6.6,3.8,13.6,3.2,16.2,,,0,,,,,,21.9,1.08
20/07/2011,4.6,1.4,3.2,1.4,0.2,1.8,,,10.8,,,,,,21.15,1.14
21/07/2011,0,0,0.2,0,0,0,,,0.2,,,,,,21.6,1.1
22/07/2011,0,0,0,0,0,0,,,0,,,,,,22.9,1.08
23/07/2011,0,0,0,0,0,0,,,0,,,,,,22.25,1.08
24/07/2011,0,3.2,5.6,0,19.2,0.4,,,0,,,,,,20,1.15
25/07/2011,0.2,0,0,0,0,0,,,17,,,,,,19.9,1.15
26/07/2011,4,2,0,0,0.2,0,,,0,,,,,,22.55,1.12
27/07/2011,5,3.8,6.2,4.4,4.4,4.8,,,1,,,,,,20.2,1.14
28/07/2011,0,0,0,0,0,0,,,9.6,,,,,,22.8,1.18
29/07/2011,0,0.4,1.6,6.4,1,16.2,,,0,,,,,,22.45,1.14
30/07/2011,0,0,0,0,0,0,,,8.8,,,,,,23.85,1.13
31/07/2011,0,0,0,0,0,0.4,,,0,,,,,,24.55,1.12
01/08/2011,0.8,0.2,3,0,5.8,0.2,,,0,,,,,,24.3,1.13
02/08/2011,0,0,0,0,0,0.2,,,0,,,,,,25.35,1.11
03/08/2011,0,0,0,0,0,0,,,0,,,,,,24.1,1.11
04/08/2011,0,0,0,0,0,0,,,0,,,,,,25.75,1.11
05/08/2011,0,0,0,0,0,0,,,0,,,,,,26.75,1.11
06/08/2011,0,0,0,0,0,0,,,0,,,,,,26.25,1.11
07/08/2011,0,0,0,0,0,0,,,0,,,,,,27.45,1.12
08/08/2011,7.8,4,2.8,4,2.8,5.2,,,0,,,,,,26.25,1.14
09/08/2011,0,0,0,0,0,0,,,0,,,,,,24.15,1.11
10/08/2011,0,0,0,0,0,0,,,0,,,,,,21.7,1.09
11/08/2011,0,0,0,0,0,0,,,0,,,,,,23.6,1.09
12/08/2011,0,0,0,0,0,0,,,0,,,,,,22.9,1.08
13/08/2011,0,0,0,0,0,0,,,0,,,,,,23.15,1.1
14/08/2011,0,0,0,0,0,0,,,0,,,,,,26,1.11
15/08/2011,0,0,0,0,0,0,,,0,,,,,,25.55,1.12
16/08/2011,0,0,0,0,0,0.2,,,0,,,,,,27.35,1.11
17/08/2011,0,0,0,0,0,0,,,0,,,,,,29.15,1.11
18/08/2011,0,0,0,0,0,0,,,0,,,,,,29.15,1.11
19/08/2011,0,0,0,0,0,0,,,0,,,,,,28.4,1.1
20/08/2011,0,0,0,0,0,0,,,0,,,,,,28.7,1.11
21/08/2011,0,0,0,0,0,0,,,0,,,,,,31,1.12
22/08/2011,0,0,0,0,0,0,,,0,,,,,,31.65,1.12
23/08/2011,0,0,0,0,0,0,,,0,,,,,,30.05,1.11
24/08/2011,0,0,0,0,0,0,,,0,,,,,,28.75,1.1
25/08/2011,0,0,0,0,0,0,,,0,,,,,,28.3,1.09
26/08/2011,0,0,0,0,0,0,,,0,,,,,,28.85,1.09
27/08/2011,0,0,0,0,0,0,,,0,,,,,,24.3,1.09
28/08/2011,0,0,0,0,0,0,,,0,,,,,,24.6,1.09
29/08/2011,0,0,0,0,0,0,,,0,,,,,,24.55,1.08
30/08/2011,0,0,0,0,0,0,,,0,,,,,,23.25,1.08
31/08/2011,0,0,0,0,0,0,,,0,,,,,,24.65,1.09
01/09/2011,0,0,0,0,0,0,,,0,,,,,,25.65,1.08
02/09/2011,0,0,0,0,0,0,,,0,,,,,,26.45,1.09
03/09/2011,0,0,0,0,0,0,,,0,,,,,,28.35,1.1
04/09/2011,9.6,3.8,6.8,3.2,1.4,18.8,,,0,,,,,,24.4,1.1
05/09/2011,6.6,3.6,6,4.6,5.2,7.8,,,0,,,,,,24.1,1.11
06/09/2011,0,0,0,0,0,0.2,,,0,,,,,,24.4,1.09
07/09/2011,0,0,0,0,0,0,,,0,,,,,,23.3,1.08
08/09/2011,0,0,0,0,0,0.2,,,0,,,,,,22.85,1.08
09/09/2011,0,0,0,0,0,0.2,,,0,,,,,,25.25,1.08
10/09/2011,0,0,0,0,0,0,,,0,,,,,,25.15,1.08
11/09/2011,0,0,0,0,0,0,,,0,,,,,,26.6,1.09
12/09/2011,0,0,0,0,0,0,,,0,,,,,,25.65,1.07
13/09/2011,0,0,0,0,0,0.2,,,0,,,,,,26.5,1.08
14/09/2011,0,0,0,0,0,0,,,0,,,,,,25.9,1.07
15/09/2011,0,0,0,0,0,0,,,0,,,,,,24.8,1.06
16/09/2011,0,0,0,0,0,0,,,0,,,,,,24.4,1.05
17/09/2011,0,0,0,0,0,0,,,0,,,,,,22.95,1.05
18/09/2011,8.2,9.2,4,15.6,3.6,25.4,,,0,,,,,,22.75,1.07
19/09/2011,8.4,9.8,9.6,2.8,7.6,6.2,,,30.2,,,,,,18.2,1.18
20/09/2011,1.6,2.8,6.6,1.4,1.8,3.4,,,1.8,,,,,,18.3,1.1
21/09/2011,0,0,0,0,0,0,,,0,,,,,,20.8,1.06
22/09/2011,0,0,0,0,0,0,,,0,,,,,,22,1.06
23/09/2011,0,0,0,0,0,0.2,,,0,,,,,,22.8,1.07
24/09/2011,0,0,0,0,0,0,,,0,,,,,,23.1,1.07
25/09/2011,0.6,0,0,0,0,0,,,0,,,,,,23.7,1.08
26/09/2011,0,0,0,0,0,0,,,6.8,,,,,,21.8,1.06
27/09/2011,0,0,0,0,0,0,,,0,,,,,,23.2,1.06
28/09/2011,0,0,0,0,0,0,,,0,,,,,,22.35,1.06
29/09/2011,0,0,0,0,0,0,,,0,,,,,,22.25,1.05
30/09/2011,0,0,0,0,0,0,,,0,,,,,,21.25,1.05
01/10/2011,0,0,0,0,0,0,,,0,,,,,,22.15,1.05
02/10/2011,0,0,0,0,0,0,,,0,,,,,,22.95,1.05
03/10/2011,0,0,0,0,0,0,,,0,,,,,,22.95,1.04
04/10/2011,0,0,0,0,0,0,,,0,,,,,,21.1,1.04
05/10/2011,0,0,0,0,0,0,,,0,,,,,,21.5,1.03
06/10/2011,0,0,0,0,0,0,,,0,,,,,,21.35,1.03
07/10/2011,20.2,15.4,9.8,15.8,11.2,14.4,,,0,,,,,,17.65,1.07
08/10/2011,0.2,0,0,0,0.2,0,,,2,,,,,,14.45,1.04
09/10/2011,0,0,0,0,0,0,,,0,,,,,,13.45,1.03
10/10/2011,0,0,0,0,0,0,,,0,,,,,,14.3,1.03
11/10/2011,0,0,0,0,0,0,,,0,,,,,,17.15,1.03
12/10/2011,0,0,0,0,0,0.2,,,0,,,,,,17.65,1.04
13/10/2011,0,0,0,0,0,0,,,0,,,,,,20.7,1.05
14/10/2011,0,0,0,0,0,0,,,0,,,,,,16.3,1.03
15/10/2011,0,0,0,0,0,0,,,0,,,,,,13.55,1.02
16/10/2011,0,0,0,0,0,0,,,0,,,,,,14.65,1.02
17/10/2011,0,0,0,0,0,0,,,0,,,,,,13.45,1.01
18/10/2011,0,0,0,0.2,0,0.6,,,0,,,,,,12.45,1.02
19/10/2011,0,0,0,0.8,0,1.6,,,0,,,,,,17.35,1.05
20/10/2011,17.6,23,27.4,16,22.6,19.8,,,0,,,,,,14.95,1.1
21/10/2011,0,0,0,0,0,0,,,15.6,,,,,,12.65,1.07
22/10/2011,0,0,0,0,0,0,,,0,,,,,,12.15,1.03
23/10/2011,0,0,0,0,0,0,,,0,,,,,,10.3,1.03
24/10/2011,1.6,1.4,0.2,0.4,0.4,1.2,,,0,,,,,,12.55,1.04
25/10/2011,12.2,14.6,13.6,24.2,13.2,37.4,,,1.4,,,,,,15.55,1.05
26/10/2011,62.6,54.2,49.4,47.8,49,53.4,,,51.2,,,,,,15.65,1.35
27/10/2011,0.2,0.2,0.6,0,0.2,0.2,,,1.6,,,,,,13.55,1.19
28/10/2011,0.2,0,0,0,0.2,0.2,,,0.2,,,,,,14.9,1.07
29/10/2011,0,0.2,0,0,0.2,0.2,,,0,,,,,,15.55,1.04
30/10/2011,0,0,0,0,0.2,0.2,,,0.2,,,,,,14.5,1.03
31/10/2011,0,0,0,0,0,0.2,,,0.2,,,,,,14,1.01
01/11/2011,0,0,0,0,0.2,0.2,,,0,,,,,,14.15,1.03
02/11/2011,0,0,0,0,0,0.2,,,0.2,,,,,,14.85,1.01
03/11/2011,0,0,0,0,0.2,0.2,,,0,,,,,,14.6,1.01
04/11/2011,2.4,3.6,2.4,6.2,1.6,9.2,,,0,,,,,,16.9,1.03
05/11/2011,0,0,1.4,2.4,0,0.8,,,0,,,,,,19.45,1.05
06/11/2011,5.2,4.8,0.2,6.6,4.4,8.8,,,4,,,,,,15.95,1.07
07/11/2011,16.6,15,1,16.4,12,18.6,,,0,,,,,,13.5,1.08
08/11/2011,5,7,0.2,8.2,5.8,6.8,,,15.8,,,,,,16.95,1.13
09/11/2011,0,0,0,0,0,0.2,,,0,,,,,,16.85,1.03
10/11/2011,0,0,0,0,0.2,0.2,,,0,,,,,,14.75,0.97
11/11/2011,0,0,0,0,0,0.2,,,0.2,,,,,,12.75,0.97
12/11/2011,0,0,0,0,0,0,,,0.2,,,,,,12.25,0.97
13/11/2011,0,0,0,0,0,0,,,0,,,,,,11.35,0.99
14/11/2011,0,0,0,0,0.2,0,,,0,,,,,,10.45,0.99
15/11/2011,0,0,0,0,0,0,,,0.2,,,,,,9.2,0.99
16/11/2011,0,0,0,0,0.2,0,,,0,,,,,,9.4,0.98
17/11/2011,0,0,0,0,0,0,,,0.2,,,,,,9,0.97
18/11/2011,0,0,0,0,0.2,0,,,0,,,,,,8.35,0.95
19/11/2011,0,0,0,0,0.2,0,,,0.2,,,,,,7.35,0.96
20/11/2011,0,0.2,0,0,0.2,0,,,0,,,,,,8.4,0.96
21/11/2011,0,0,0,0,0,0,,,0.2,,,,,,10.3,0.97
22/11/2011,0,0,0,0,0,0,,,0,,,,,,10.4,0.98
23/11/2011,0,0,0.4,0,0,0.2,,,0,,,,,,14.1,0.98
24/11/2011,0,0,0,0,0,0,,,0,,,,,,13.4,0.97
25/11/2011,0,0,0,0,0,0,,,0,,,,,,12.3,0.96
26/11/2011,0,0,0,0,0,0,,,0,,,,,,9.2,0.96
27/11/2011,0,0,0,0,0,0,,,0.2,,,,,,9.45,0.96
28/11/2011,0,0,0,0,0,0,,,0,,,,,,10.85,0.97
29/11/2011,0,0,0,0,0.2,0,,,0.2,,,,,,9.55,0.97
30/11/2011,0,0,0,0,0,0.2,,,0,,,,,,8.4,0.98
01/12/2011,3.8,2.8,1,1.2,1.4,2,,,0.2,,,,,,9.15,1
02/12/2011,9.4,4.6,5.2,2.4,8.4,3.6,,,0.2,,,,,,14.35,1
03/12/2011,2.4,5.4,2.2,5,2,4.4,,,0,,,,,,14.6,1
04/12/2011,5.8,5,3.4,5.2,2.8,4.8,,,3.2,,,,,,12.25,1.06
05/12/2011,30.4,17.8,8.6,18.2,14,19.2,,,19.4,,,,,,14.15,1.23
06/12/2011,0,0,0,0,0,0.2,,,18.6,,,,,,10.95,1.41
07/12/2011,0,0,0,0,0.2,0,,,0.2,,,,,,10.55,1.43
08/12/2011,0,0,0,0,0,0.2,,,0,,,,,,13.5,1.2
09/12/2011,1.8,0.8,0.8,0.4,1,0.8,,,0.2,,,,,,10.2,1.13
10/12/2011,9.4,7.2,6.8,1.4,7.8,2,,,1.2,,,,,,12.6,1.1
11/12/2011,0.6,0,0,0,0.4,0,,,0.6,,,,,,13,1.33
12/12/2011,38,37.2,29.8,40.8,31,42.4,,,5.4,,,,,,11.75,1.36
13/12/2011,0.4,0.2,0.2,0,0.4,0,,,16,,,,,,9.55,1.58
14/12/2011,14,12,12,11.6,16.4,14.8,,,0.4,,,,,,12.3,1.6
15/12/2011,0.6,2.2,2,2,0.8,2.6,,,4.4,,,,,,13.9,1.48
16/12/2011,24.4,44.6,21.4,32.8,30.2,46,,,1.8,,,,,,13.7,1.46
17/12/2011,0.6,4.2,4.6,4,2,0,,,10.6,,,,,,8.2,1.88
18/12/2011,0,0,0,0,0.2,0,,,0,,,,,,4.65,1.89
19/12/2011,0,0,0,0,0,0,,,0,,,,,,4.85,1.51
20/12/2011,0,0,0,0,0,0,,,0,,,,,,2.05,1.29
21/12/2011,0,0,0,0,0,0,,,0,,,,,,4.05,1.12
22/12/2011,0,0,0,0,0,0,,,0.2,,,,,,5.15,1.09
23/12/2011,0,0,0,0,0.2,0,,,0,,,,,,5.1,1.08
24/12/2011,7,5.2,9,6,5.8,5.6,,,0.2,,,,,,5,1.32
25/12/2011,0,0,0,0,0,0,,,4,,,,,,9,1.15
26/12/2011,0,0,0,0,0,0,,,0,,,,,,9.1,1.19
27/12/2011,0,0,0,0,0,0,,,0,,,,,,9,1.08
28/12/2011,0,0,0,0,0,0,,,0,,,,,,6.1,1.06
29/12/2011,0.2,0,0,0,0.2,0.2,,,0.2,,,,,,6.3,1.25
30/12/2011,0,0,0,0,0,0.2,,,0.4,,,,,,6,1.22
31/12/2011,0,0,0,0,0,0,,,0,,,,,,5.7,1.06
01/01/2012,0,0,0,0,0,0,,,0.2,,,,,,7.1,1.09
02/01/2012,13.4,13.4,13.6,12,12.6,19,,,0.6,,,,,,9.7,1.23
03/01/2012,4,3.8,5,1.2,3.8,2,,,9,,,,,,9.1,1.33
04/01/2012,3.6,2.6,2,3.6,2,4.2,,,0,,,,,,6.6,1.28
05/01/2012,3.2,1.8,2,3.6,2.2,3.6,,,5.6,,,,,,6.6,1.36
06/01/2012,0,0,0,0,0,0.4,,,4,,,,,,9.45,1.32
07/01/2012,0,0,0,0,0,0,,,0,,,,,,6.5,1.41
08/01/2012,0,0,0,0,0,0,,,0,,,,,,5.7,1.38
09/01/2012,0,0,0,0,0.2,0,,,0,,,,,,7.4,1.32
10/01/2012,0,0,0,0,0,0,,,0,,,,,,6.45,1.25
11/01/2012,0,0,0,0,0.2,0,,,0,,,,,,5.95,1.25
12/01/2012,0,0,0,0,0,0,,,0.2,,,,,,5.55,1.23
13/01/2012,0,0,0,0,0,0,,,0,,,,,,10.55,1.23
14/01/2012,0,0,0,0,0,0,,,0,,,,,,7.7,1.2
15/01/2012,0,0,0,0,0.2,0,,,0,,,,,,4.5,1.18
16/01/2012,0,0,0,0,0,0,,,0,,,,,,4.2,1.21
17/01/2012,0,0,0,0,0,0,,,0,,,,,,3.15,1.06
18/01/2012,0,0,0,0,0,0,,,0.2,,,,,,4,1.05
19/01/2012,0.4,0,0,0,0,0,,,0,,,,,,6.05,1.08
20/01/2012,1,0.4,0.6,0,0.4,0,,,0.2,,,,,,9,1.09
21/01/2012,0,0,0,0,0,0,,,0.2,,,,,,8.15,1.14
22/01/2012,0,0,0,0,0,0,,,0,,,,,,9.75,1.09
23/01/2012,0,0,0,0,0,0,,,0,,,,,,11.15,1.14
